text,label
"Israelis Fear Fallout from Pentagon Spy Probe  JERUSALEM (Reuters) - Israel's image in the United States  may be tarnished and relations with its main ally suffer even  if suspicions a Pentagon analyst gave secrets to the Jewish  state prove false, Israeli officials said Sunday.",Politics
"'Gardening' costs Appleby -- in spades HAVEN, Wis. -- For 18 holes, Stuart Appleby played flawless golf in yesterday's third round, four birdies and 14 pars. It wasn't until he was done playing that he discovered that it wasn't as good a day as he had thought, that he had made a quadruple bogey.",Sport
"Angels Beat Yanks, Bosox Closer in AL EAST The New York Yankees are struggling to score and their once-huge lead in the AL East is suddenly shrinking. Manager Joe Torre refuses to panic just yet...",Politics
"Darfur rebels release aid workers held hostages, no word on 22 &lt;b&gt;...&lt;/b&gt; NAIROBI : Rebels in Darfur released six aid workers taken hostage over the weekend, aid agencies said, but there was still no word on the fate of 22 other health workers missing in the war-ravaged western Sudanese region.",Politics
"PRO GOLF NOTEBOOK Top spot seems hollow for Woods Tiger Woods is still the No. 1 golfer in the world, just as sure Generalisimo Francisco Franco is still dead. The difference these days is, Woods is No.",Sport
Bahrain boils in summer power cut Bahrainis swelter in 50-degree temperatures without air conditioning as a fault cuts electricity across the island.,Politics
"Harkin Calls Cheney Comments 'Cowardly' (AP) AP - Sen. Tom Harkin pushed the name-calling in the presidential race to a new level, calling Vice President Dick Cheney a coward for not serving in Vietnam and cowardly for his criticism of John Kerry.",Politics
Iran condemns bomb attack in Indonesia Tehran (IRNA) -- Foreign Ministry spokesman Hamid-Reza Asefi condemned here Thursday the deadly car bombing attack outside Australia #39;s embassy in Jakarta that killed and injured innocent people.,Politics
"Ivan Won't Make Direct Hit on Fla. Keys KEY WEST, Fla. - The only whooshing sound Hurricane Ivan stirred in the Keys and populous South Florida on Sunday was a sigh of relief from residents no longer fearful the 150-mph storm would make a direct hit...",Politics
U.S. Handling of Helicopter Crash Irks Okinawa (Reuters) Reuters - Cities in Okinawa expressed outrage at\the U.S. military on Tuesday for refusing to allow Japanese\police investigate the wreckage of a Marine helicopter that\crashed in the grounds of a university there last week.,Politics
"Cross-Border Terrorism Must Stop First: Natwar New Delhi, Sept. 10 (NNN): Islamabad must halt cross-border terrorism first in the troubled state of Jammu and Kashmir for the Indo-Pakistan Composite Dialogue to make any meaningful progress, External Affairs ",Politics
N Korea says explosion was controlled demolition North Korea says last week #39;s massive explosion in a remote area of the country #39;s north was the result of deliberate demolition work.,Politics
"National League Game Summary - Houston at St. Louis St. Louis, MO (Sports Network) - Jim Edmonds homered and delivered the go- ahead run in the eighth inning on a sacrifice fly, leading the St.",Sport
"The Atlanta Journal-Constitution Athens, Greece -- Rulon Gardner unlaced his size 13 shoes, yanked them off and placed them on the mat. The big galoot, as friendly and unassuming as any Olympian could be, recalled how he would sit on the floor as a kid and pull on his sneakers.",Sport
"Sad day for Russia THERE is no doubt that the Beslan school siege ended in almost the worst way imaginable. Nightmarish scenes of half-naked, bloodied children running from the school and dead bodies laid out on stretchers spoke of events that had gone dreadfully wrong.",Politics
"Roger Clemens' Leg Injury Isn't Serious (AP) AP - Roger Clemens strained his right calf in the Houston Astros' 9-8 victory over the Philadelphia Phillies on Wednesday night, but the injury isn't considered serious.",Sport
"Report: Bush Spent Nearly  #36;46M in July (AP) AP - A fresh wave of ads pushed President Bush's spending to nearly  #36;46 million for July, the Republican's highest level since he launched the first ad blitz of his re-election campaign in March, a campaign finance report filed Friday shows.",Politics
Key warlords join Somali cabinet Powerful warlord Hussein Aideed is named as Somalia's deputy prime minister to complete the cabinet line-up.,Politics
"India tests nuclear-capable missile BHUBANESHWAR, India: India on Sunday successfully tested its indigenous Agni-II ballistic missile, the military said as it announced it was armed with a shorter-range version of the nuclear-capable missile.",Politics
China Party Chief Rules Out Democracy  BEIJING (Reuters) - Chinese Communist Party chief Hu Jintao  called for parliament to take a stronger watchdog role on the  eve of a key leadership meeting but ruled out Western-style  democracy for China in a sign any reform would be incremental.,Politics
"Madeira trio cleared to play PORTUGUESE first division soccer side Nacional Madeira has lifted a suspension order against three of its South American players for allegedly assaulting police officers, allowing them to play in Thursday #39;s UEFA Cup match against Spanish side Sevilla.",Sport
"Voracious growth puts China in a power crunch It #39;s not even 5 pm on a workday and the corridor outside Li Chengwen #39;s office is dark. The air is moist and warm. By Eugene Hoshiko, AP.",Politics
"Militiamen begin to leave Shi #146;te shrine NAJAF, Iraq -- Militia fighters began to leave the Shrine of Imam Ali yesterday, taking up positions outside the sacred site or fleeing the city, after rebellious Shi'ite cleric Moqtada al-Sadr offered to return custody of the complex to moderate clerics.",Politics
Disgusted voters say decision was made in Moscow The woman in the market hurriedly packed away the shampoo and perfume she usually sells. The stalls were almost abandoned. She was in a rush to escape the capital #39;s brooding air.,Politics
"China, US near end to nuclear technology dispute China and the United States are close to resolving a long dispute over the transfer of nuclear technology, paving the way for US companies to sell nuclear reactors to China in transactions that may be worth billions of dollars, the ",Politics
"Great match, with something mixed in NEW YORK -- Although Maria Sharapova's Siberian childhood was not spent in one of the region's infamous salt mines, she remained the salt of the tennis earth to the folks who made their way to Flushing Meadow in a record drove yesterday.",Sport
"Kanye West Dominates Source Nominations NEW YORK - Rapper-producer Kanye West received a leading six Source Hip-Hop Music Awards nominations Thursday, while Ludacris got five.    West's nominations included best album, video, lyricist and producer of the year...",Politics
"Iraqi government accepts peace deal The Iraqi government tonight accepted a peace deal brokered by Iraqs top Shiite cleric to end weeks of devastating violence in the holy city of Najaf, State Minister Qassim Dawoud said.",Politics
"Record-breaking night ATHENS, Greece -- The world record was like graffiti on a masterpiece, a reminder of a sport #39;s dark past. ",Sport
"Marked men with no place to hide The Honduran government's crackdown on street gangs has been swift, severe, and apparently successful.",Politics
"Golf: Europe go on charm offensive as Mickelson takes a day off BLOOMFIELD HILLS, United States : As Europe went on a charm offensive to win over the American fans, US captain Hal Sutton was coming to terms with Phil Mickelson #39;s decision not to practice.",Sport
Holmes double?up gamble pays off Kelly Holmes #39; lastminute gamble was rewarded with a glorious gold medal tonight as she stormed to the Olympic 800 metres title in Athens.,Sport
Pakistan spin India to defeat (AFP) AFP - Pakistan spinners Shahid Afridi and Shoaib Malik took seven wickets between them to bowl their side to a 66-run win over arch-rivals India in the opening match of the triangular event here.,Politics
Chaos as battle grips school BBC correspondents report scenes of chaos as a battle erupts at the besieged school in the Russian town of Beslan.,Politics
"NL Wrap: Baseball-Five-Hit Beltre Leads Dodgers to Win  NEW YORK (Reuters) - Adrian Beltre pounded out five hits,  including his major league-leading 42nd home run of the season,  to guide the Los Angeles Dodgers to a 4-2 win over the host New  York Mets in the National League Saturday.",Sport
Najaf clashes as truce talks fail Fighting resumes in the Iraqi city of Najaf between US troops and Shia militias after an abortive peace bid.,Politics
"Pakistan Strikes Kill Dozens Near Afghan Border  WANA, Pakistan (Reuters) - Pakistani jet fighters and  helicopter gunships launched air strikes on the South  Waziristan tribal area bordering Afghanistan, killing dozens of  people on Thursday, a witness said.",Politics
"Villeneuve to Drive Final Races for Renault Formula One champion Jacques Villeneuve of Canada will drive for Renault for the final three races of this season. Villeneuve, who has not raced in Formula One this season, will debut for Renault this month at the Chinese Grand Prix in Shanghai.",Sport
Defiant Sharon sets out Gaza plan Israeli PM Ariel Sharon pushes ahead with an accelerated plan to withdraw from the Gaza Strip despite opposition.,Politics
"Stocks Up Despite Oil Nearing \$50 a Barrel NEW YORK - Stocks edged higher in early trading Friday as investors tried to uncouple share prices from skyrocketing oil costs, even as crude reached new highs and flirted with \$50 per barrel.    A barrel of light crude was quoted at \$48.97, up 27 cents, on the New York Mercantile Exchange after setting a new intraday record earlier in the session at \$49.40...",Politics
"Activists Condemn FBI Tactics Before DNC (AP) AP - FBI interviews and surveillance of at least a dozen political activists in Kansas and Missouri prior to the Democratic National Convention amounted to intimidation, contends the American Civil Liberties Union.",Politics
Berlusconi in Libya to discuss illegal immigration with Kadhafi (AFP) AFP - Italian Prime Minister Silvio Berlusconi met Libyan leader Moamer Kadhafi for talks on how to stop illegal immigrants using the north African state as a springboard for entry into Italy.,Politics
"Sudan rejects US genocide declaration as politics The Sudanese Foreign Minister has rejected a United States declaration of genocide in the Darfur region of Sudan, saying the US is using a humanitarian crisis for political purposes.",Politics
"Japan #39;s Government to Discuss BSE Cattle Tests Monday (Update1) The Japanese government #39;s Food Safety Commission will meet Monday to discuss cattle-testing procedures for mad cow disease, possibly bringing forward the end of Japan #39;s ban on imports of US beef.",Politics
"Singh on Top of the World After Deutsche Bank Win  NORTON, Massachusetts (Reuters) - Fiji's majestic Vijay  Singh took over as world number one from playing partner Tiger  Woods after winning the Deutsche Bank Championship by three  strokes at the Tournament Players Club Monday.",Sport
"Play of US women pleasing to the eye ATHENS -- LeBron James, Carmelo Anthony, and a couple of their Olympic teammates made it over to watch last night's women's game between the United States and China. They saw a team shoot well, pass well, rebound well, and dominate -- everything they are not doing so far.",Sport
"O #39;Grady third in stage STUART O #39;GRADY finishedthird behind American David Zabriskie in the 165.8km 11th stage of the Tour of Spain today. Despite a furious chase by the peloton close to the finish, Zabriskie, who had gone it alone ",Sport
Deaths in Nigerian cult clashes At least 18 students have been killed in clashes between rival student gangs in south-eastern Nigeria. ,Politics
"Bonds Hits No. 697, Giants Rout D'backs (AP) AP - Barry Bonds is three home runs away from joining Hank Aaron and Babe Ruth in baseball's 700 club. Bonds hit his 697th homer in the San Francisco Giants' 18-7 home victory over Arizona on Friday night, a two-run shot off Edgardo Gonzalez (0-8) in the second inning.",Sport
"The War Spirit Putin makes an unexpected concession to public demands--and then moves to bolster his powers significantly. ULYANOVSK, Russia--A week after the shock of the Beslan tragedy, President Vladimir Putin, a man ",Politics
"English players snub media after victory CHORZOW: The England football team staged a silent protest over recent press criticism, refusing to be interviewed after their 2-1 World Cup win over Poland here on Wednesday.",Sport
"Pak bombs Al-Qaida hideouts, 50 killed At least 50 people were killed and several injured when Pakistan #39;s fighter planes bombed hideouts of Al-Qaida militants today in the tribal region close to the Afghanistan border.",Politics
Olympics: Japan Sneak Through to Win Men's Team Gold  ATHENS (Reuters) - Japan revived memories of their glorious  gymnastics past when they upstaged favorites China and United  States to snatch the Olympic men's team gold for the first time  in 28 years Monday.,Sport
"The Lessons of Beslan for Russia and the World It is the nature of terrorism that every time one thinks there is a limit to the depths to which terrorists can sink, they contrive even baser atrocities.",Politics
"Athlete Analysis The big story is Roman Sebrle, Mr. Consistency. He has four decathlons over 8,800 points his last four times out. He looks good. Tom Pappas of the US, on the other hand, looked shakier than he did at the Olympic Trials.",Sport
Three Lebanese employees of food company shot dead in a Baghdad &lt;b&gt;...&lt;/b&gt; Three Lebanese nationals who worked for a food company in Baghdad were shot dead in one of the victim #39;s homes on Friday and a fourth person ,Politics
"US, UK Knew of Equatorial Guinea Plot, Sunday Times Says The US and UK knew of the possibility of a coup against the government of Equatorial Guinea, the Sunday Times reported, citing unidentified officials at the Pentagon and UK government.",Politics
"Record turnout in Hong Kong election HONG KONG -- A record 1.7 million Hong Kong voters cast ballots yesterday for an election that sent a fresh contingent of prodemocracy opposition politicians to the legislature, but fewer than the outright majority feared by Beijing's allies, exit polls indicated.",Politics
"Iraq's Chalabi Escapes Assassination, Arrest  BAGHDAD, Iraq (Reuters) - Ahmad Chalabi has survived again.  Just after escaping an attempt to kill him Wednesday, he said  an Iraqi court had dropped charges that could have put him in  jail.",Politics
Israel Kills 5 in Attempt to Assassinate Hamas Man  GAZA (Reuters) - A senior Hamas leader survived an Israeli  assassination attempt on Wednesday but at least five other  Palestinians were killed in the night-time explosion that tore  through his Gaza home.,Politics
"Davenport Easily Defeats Asagoe at Open NEW YORK - With win after win, all of Lindsay Davenport's talk about retirement sounds more and more premature. Now she's two victories from a second U.S...",Politics
"Mexico Journalists Want More Security After Murders (Reuters) Reuters - More than 200 Mexican journalists\sent an urgent letter to President Vicente Fox on Monday\demanding better security after three journalists were murdered\this year, the latest one last week.",Politics
"Srichaphan edges out Lisnard to advance in China Open Sixth seed Paradorn Srichaphan knocked out French player Jean-Rene Lisnard 6-4, 7-5 to advance to the second round of China Open tennis tournament Wednesday in Beijing.",Sport
AL Wrap: Schilling Helps Red Sox Keep Heat on Yankees (Reuters) Reuters - Curt Schilling won his major league\leading 18th game and David Ortiz hit his 35th home run as the\Boston Red Sox edged the Texas Rangers 6-5 in American League\at Fenway Park Sunday.,Sport
"Bombs Explode at Rally in Bangladesh DHAKA, Bangladesh - A series of bombs exploded at an opposition rally in the Bangladesh capital Saturday, killing one person and injuring hundreds, witnesses said.    The blasts occurred as the main opposition leader Sheikh Hasina was addressing the rally from atop a truck...",Politics
"Hurricane Ivan Batters Grand Cayman GEORGE TOWN, Cayman Islands - Hurricane Ivan battered the Cayman Islands with ferocious 150-mph winds Sunday, flooding homes, ripping off roofs and toppling trees three stories tall as its powerful eye thundered past just offshore.    Ivan has killed at least 60 people in its path of destruction across the Caribbean and was headed next for western Cuba, where it was expected to hit Monday...",Politics
Newcastle United Football Club back in for Rooney? Everton Football Club have rejected an offer of 20million from Newcastle United Football Club for Wayne Rooney - although they may return with an improved offer.,Sport
"Short Jump, Bad Handoff End Jones' Games (AP) AP - For Marion Jones, Sydney must seem far more than half a world away. Those Olympics were some dreamland where she ruled track and field with a golden touch and a sweet smile, winning five medals that turned her into an international superstar.",Sport
"El Guerrouj Completes Rare Distance Double Hicham El Guerrouj became the first man in 80 years to win the 1,500 and 5,000 meters at one Olympics, holding up two fingers in triumph Saturday after outsprinting the world ",Sport
"GREEKS TOPPLED, FRANCE AND TURKEY HELD European champions Greece were given a sharp reminder of the fleeting nature of success in football when they were humbled 2-1 by Albania on Saturday in a World Cup qualifier.",Sport
"Coaching likely in Staley #39;s Olympic future With a gold medal dangling from her neck, Dawn Staley said Saturday that she won #39;t play basketball in the Olympics again. She sure would like to coach in one, though.",Sport
Trulli upsets M. Schumacher for F1 pole Jarno Trulli took the pole Saturday for Sunday #39;s Belgium Grand Prix after fighting off the rain as well as the other 19 drivers.,Sport
"Suns sign Japanese guard Tabuse Tabuse, who was waived after training camp with the Denver Nuggets last year, hopes to become the first Japanese-born player to make the NBA.",Sport
"Greek Sprinters Withdraw From Olympics ATHENS, Greece Aug. 18, 2004  Greek sprinters Kostas Kenteris and Katerina Thanou pulled out of the Athens Games on Wednesday, nearly a week after they missed a drug test and were later hospitalized following a suspicious motorcycle crash. ",Sport
No surprises for big names NEW YORK - It was as if the US Open tennis tournament took a deep breath yesterday morning (Singapore time). No remarkable upsets happened.,Sport
"News in brief A massive air-drop of paper birds to promote peace failed to halt violence in Thailand #39;s restive south, with a spate of new attacks yesterday.",Politics
"Sharon Allows 1,000 More Settler Homes in West Bank JERUSALEM (Reuters) - Prime Minister Ariel Sharon approved tenders to build 1,000 more Israeli settler homes in the occupied West Bank, plans that were shelved earlier to avoid discord with Washington, political sources said Tuesday. ",Politics
"British businessman selling arms to Sudan: report (AFP) AFP - A millionaire British arms dealer is reportedly fuelling a bloody civil war in Sudan by arranging to supply its government with tanks, rocket launchers and a cruise missile.",Politics
"San Francisco at Milwaukee, 1:05 PM MILWAUKEE (Ticker) -- Barry Bonds tries to go where just two players have gone before when the San Francisco Giants visit the Milwaukee Brewers on Tuesday.",Sport
"Competitors voice pride in being pioneers as women #39;s wrestling &lt;b&gt;...&lt;/b&gt; This was not one for the books. It was one for the looks. How many times had Sara McMann seen the look? She would tell people she was a wrestler, and their eyebrows would ",Sport
Coyotes Juggle Centers The Phoenix Coyotes signed free-agent center Petr Nedved and traded center Daymond Langkow to the Calgary Flames for two players on Thursday.,Sport
"MLB: San Francisco 9, Arizona 7 Deivi Cruz capped a four-run eighth-inning rally with a two-run single Saturday to give the San Francisco Giants a 9-7 win over the Arizona Diamondbacks.",Sport
Colombian drug baron in US court Gilberto Rodriguez Orejuela who headed Colombia's Cali cartel appears in court in the US state of Florida.,Politics
"At least six Georgian soldiers killed in separatist region clashes (AFP) AFP - At least six Georgian soldiers were killed and seven wounded in overnight clashes in Georgia's separatist, pro-Russian region of South Ossetia, an official with the Georgian interior ministry told AFP.",Politics
"Britain Edges U.S. for 400M Relay Gold ATHENS, Greece - Stymied by a sloppy handoff in the middle of the race, the United States lost to Great Britain by a hundredth of a second Saturday night in the 400-meter relay - a race the American men usually dominate.    U.S...",Politics
"Downer upbeat after North Korea meetings MARK COLVIN: The Foreign Minister, Alexander Downer, has met North Korea #39;s Foreign Minister and the President of the Supreme Peoples #39; Assembly in Pyongyang. As one of the few Western nations with diplomatic relations with the isolated totalitarian state, ...",Politics
Cheek at top level Toronto Blue Jays broadcaster Tom Cheek became the seventh member of the club #39;s Level of Excellence in a ceremony held before yesterday #39;s game against the New York Yankees at the SkyDome.,Sport
"Sharp jump in hepatitis E cases in Darfur: WHO (AFP) AFP - A deadly outbreak of hepatitis E in Sudan's Darfur region has spread rapidly, with the number of cases almost tripling in less than a month, the World Health Organization said.",Politics
"Bjorkman, Woodbridge latest seeds to fall The men #39;s doubles draw was blown wide open at the US Open when top seeds and defending champions Jonas Bjorkman and Todd Woodbridge ",Sport
"Paris Marks Liberation Mindful of Collaboration With solemn commemorations, a ceremonial flag-raising at the Eiffel Tower and columns of 1940s-era tanks and army jeeps, Parisians on Wednesday marked the 60th anniversary ",Politics
"Sing Me Back Home matches track mark OCEANPORT, N.J. -- Sing Me Back Home pulled away in the stretch to win the \$60,000 Decathalon Handicap at Monmouth Park yesterday, equaling the track record for 5 furlongs.",Sport
"Arab-owned Israeli team faces up to Souness #39; Newcastle But the match has another compelling storyline: the Magpies #39; little-known UEFA Cup opponent is an Israeli club, Hapoel Bnei Sakhnin, with a rare mixture of Jews and Arabs.",Sport
London judge seeks explanation after Indian deported despite court order (AFP) AFP - A High Court judge in London demanded an explanation from the Home Office as to how a failed asylum-seeker was deported from Britain despite a court order preventing the move.,Politics
Quiet Man Hughes Will Do It his Way Mark Hughes today vowed that his understated style of management would not be compromised as he embraced the role of lifting Blackburn out of the Barclays Premiership relegation zone.,Sport
Marlins-Cubs Washed Out Saturday as Well  MIAMI (Sports Network) - The first two games of the Florida  Marlins-Chicago Cubs series at Pro Player Stadium scheduled for  Friday and Saturday have been postponed due to the impending  arrival of Hurricane Frances in the Miami area.,Sport
"Afghan woman takes on presidential politics Shell have to move a mountain of cultural, religious and sexual prejudice to achieve this in a country where, only a few years ago, women could not work or walk the streets on their own, and ",Politics
Israel's Top Court Upholds Dropping of Sharon Case  JERUSALEM (Reuters) - Israeli Prime Minister Ariel Sharon  on Thursday won a final reprieve from criminal prosecution in a  bribery scandal that had threatened to topple him and derail  his plan to withdraw from the Gaza Strip.,Politics
"Volkswagen Says 'No Room' for Wage Hikes (AP) AP - Automaker Volkswagen said Monday there is ""no room"" for wage increases this year as it prepares for pay talks with Germany's largest industrial union.",Politics
"Bonds propels Giants with arm, not bat Barry Bonds swung at nine pitches and none of them left the ballpark. He made one spectacular throw and it saved the game.  quot;Tonight, he did it with his arm, quot; winning pitcher ",Sport
Khan sets sights on gold Britain's Amir Khan will bid to become boxing's youngest Olympic gold medallist since 1952 on Sunday.,Sport
Chargers agree to contract terms with rookie QB Rivers It #39;s better late than never for Philip Rivers and the San Diego Chargers - who finally reached terms Monday night on a six-year contract believed to be worth \$50.,Sport
"Cowboys Name Romo No. 2 QB, Woodson Out (AP) AP - With the preseason finished and a few days left until the roster must be cut to 53 players, Dallas Cowboys coach Bill Parcells revealed several decisions Friday:",Sport
Cardinals Lose King Cardinals defensive tackle Kenny King will miss the season after undergoing surgery to repair tendons in his wrist on Wednesday.,Sport
Report: More than 200 dead after troops storm school The operation to end the school hostage crisis in Russia is over but more than 200 people have died after troops stormed the building.,Politics
Giants Walk to 6-5 Win Over Marlins Walking Barry Bonds intentionally to load the bases in the 10th inning turned out to be the wrong move for Florida - because Rudy Seanez then walked pinch-hitter A.J. Pierzynski on four pitches...,Politics
"Pirates Cool Down Astros 6-1 (AP) AP - The Houston Astros have gone cold in Pittsburgh. Rookie John Van Benschoten allowed five hits in eight innings for his first major league win, and the Pirates beat the Astros 6-1 Friday night.",Sport
Senior Islamic Militant Wounded in Gaza Blast An explosion wounded a senior Islamic Jihad field commander in a Gaza refugee camp Thursday in what the Palestinian militant group called an Israeli assassination attempt.,Politics
Chilean Beats Dent for Tennis Bronze It #39;s safe to say Justine Henin-Hardenne is back on top of her game. She #39;s healthy for the first time in months - and has a gold medal to prove it.,Sport
EU Presses United Nations on Genocide Question in Darfur Foreign ministers of the European Union have called for the United Nations to immediately probe whether atrocities in the Darfur region of Sudan are genocide.,Politics
"Martin Is Determined to Remain Competitive Mark Martin, who with 533 consecutive starts trails only two active drivers, is proud to say he is not just sticking around to pick up lucrative checks with lackluster performances.",Sport
"Perez stops Astros; streak ends at 12 Oliver Perez ended Houstons 12-game winning streak with the most dominating start of his short career, striking out 14 in Pittsburghs 3-1 victory Thursday in the first game of a doubleheader.",Sport
How can Tutsi and Hutu divisions be resolved? The massacre of over 160 Congolese Banyamulenge Tutsis in Gatumba refugee camp in Burundi has once again brought to the fore the ethnic problem in Africa #39;s Great Lakes Region. ,Politics
Williams to box Klitschko for world title Britain #39;s Danny Williams is to challenge Vitali Klitschko for his World Boxing Council heavyweight title in the United States in December.,Sport
Band 'dumps sewage on tourists' The Dave Matthews Band is sued for allegedly dumping human waste from a bus onto a boat in the Chicago River.,Politics
"Greece Soul Searches, Phelps Nears Record  ATHENS (Reuters) - Greece, an ancient nation, searched its  soul over a new doping scandal on Saturday while Michael  Phelps, a fresh-faced American teenager, prepared to enter the  Olympic record books without having to swim a stroke. The  Olympics started its eighth day with 32 gold medals up for  grabs in what has been dubbed Super Saturday.",Sport
"Art museums balance access against security By Christopher Andreae  Correspondent of The Christian Science Monitor. Since  quot;The Scream quot; by Norwegian angst-artist Edvard Munch was stolen by armed robbers last Sunday, the media have been asking every art expert in sight, Why does this keep happening?",Politics
"April trial date set for Australian accused of murdering British tourist (AFP) AFP - An Australian mechanic will stand trial  next April over the outback murder three years ago of British tourist Peter Falconio, court officials said.",Politics
New Jersey Nets Team Report - December 7 (Sports Network) - The New Jersey Nets try for their third consecutive win this evening when they head to Cleveland to face LeBron James and the Cavaliers at Gund Arena.,Sport
"Fuller thrills on Premiership debut LONDON (CMC) - Jamaica Reggae Boyz striker Ricardo Fuller made a successful debut for Portsmouth, setting up one goal and playing a role in another as the Hampshire club beat Fulham, 4-3, in the English Football Premiership yesterday.",Sport
"Area College Football Capsules Navy at Tulsa &lt;br&gt;   Where:  Skelly Stadium    When:  7 p.m. &lt;br&gt;   Shooting for 3-0:  Navy is off to its first 2-0 start since 1996. The Midshipmen haven't started 3-0 since 1979, when they won their first six games and finished 7-4. Navy has started 3-0 only twice in the past 40 years -- the 1978 team won its first seven games. Tulsa, which improved from 1-11 in 2002 to 8-5 last season, the best turnaround in college football, has lost its first two games, 21-3 at Kansas and 38-21 at Oklahoma State. Going 3-0 ""would be a great start, and it would be a great beginning to achieve the goals that they've set for themselves,"" Navy Coach Paul Johnson said. ""It's not going to make the season if we win, and it's not going to kill it if we lose.""",Sport
"Libyan takes Mid-East pop crown Libyan singer Ayman al-Aathar has won a Middle East pop contest, edging out Palestinian Ammar Hassan. The Super Star competition was started by the Lebanese TV station Future Television and is filmed in Beirut.",Politics
"New Satellite Photos May Show New Iran Nuclear Site (Reuters) Reuters - New satellite images show Iran's\Parchin military complex, southeast of Tehran, may be a site\for research, testing and production of nuclear weapons, a\nuclear expert said on Wednesday.",Politics
"Iran Again Warns Israel Against Attack (AP) AP - Insisting that Tehran's nuclear program is peaceful, Iran's foreign minister reiterated Tuesday that Iran would retaliate to any Israeli strike against its nuclear facilities.",Politics
"Journalists journey into the center of the storm NAJAF, Iraq  What we were about to do was more than risky. It was foolish. Thursday, several journalists began organizing a delegation to enter the Imam Ali shrine in ...",Politics
"Italy, France Agonize Over Iraq Hostage Crises  PARIS (Reuters) - France's government and opposition showed  rare unity in appealing for the release of two Frenchmen held  in Iraq as an Italian envoy flew to the Middle East on Thursday  to urge freedom for two female Italian aid workers.",Politics
"Rogge gives top marks to Athens Olympic supremo Jacques Rogge on Sunday gave top marks to Athens for organising a superb Games.  quot;I am an extremely happy President of the IOC, quot; he told reporters on the day the Games wrap up.",Sport
"Sports: Date set for Bertuzzi #39;s trial VANCOUVER, British Columbia Todd Bertuzzi (bur-TOO #39;-zee) of the Vancouver Canucks goes on trial January 17th on an assault charge.",Sport
"Yankees Paddle Devil Rays 11-2 (AP) AP - Alex Rodriguez and Hideki Matsui each hit two-run doubles, and Jon Lieber struck out a season-high nine to lead the New York Yankees past the slumping Tampa Bay Devil Rays 11-2 on Tuesday night.",Sport
"Bangladesh gripped by third strike after deadly grenade attack DHAKA : Bangladesh was brought to a standstill by the third general strike in a week called by the main opposition Awami League to protest against a deadly attack on a rally, police and witnesses said.",Politics
Race row as Mbeki blood rejected SA's blood service faces questions after President Mbeki's blood is destroyed because he is black.,Politics
"Bomb Blasts Rock Kathmandu Nepal #39;s Maoist rebels opened fire and set off bombs at a government office in Kathmandu Friday, the third day of a blockade of the capital by Maoist rebels. ",Politics
"England advance to semi in rain-shortened match Andrew Flintoff scored 104 as England advanced to the semi-finals of the Champions Trophy yesterday with a 49-run win over Sri Lanka, the match a victim of persistent rain at the Rose Bowl.",Sport
"US horse hurt while winning jumping bronze; Ireland takes gold American rider Chris Kappler won bronze in show jumping Friday, but his accomplishment was bittersweet. Kappler #39;s horse, Royal Kaliber, broke down on course in a timed jumpoff and was taken from the Olympic ",Sport
France Races Against Clock in Iraq Hostage Crisis  CAIRO (Reuters) - France scrambled to secure the freedom of  two French journalists kidnapped by Iraqi militants who gave  Paris until Monday evening to drop its controversial ban on  Muslim headscarves in schools.,Politics
"Memo Appealed for Ways To Break Iraqi Detainees MANNHEIM, Germany, Aug. 22 -- A memo issued last summer by a US Army military intelligence officer appealed for suggestions on how to extract information from prisoners in Iraq and called for tougher means of getting intelligence.",Politics
Confusion over alleged capture of Hussein ally Baghdad - Iraqi authorities struggled on Monday to clear up confusion over whether the most wanted member of Saddam Hussein #39;s ousted dictatorship had been nabbed in a shootout north of Baghdad.,Politics
White Sox Nip Phillies 9-8 (AP) AP - Timo Perez bunted in the go-ahead run and Joe Borchard hit the longest homer in U.S. Cellular Field history Monday to help the Chicago White Sox defeat the Philadelphia Phillies 9-8.,Sport
"Mubarak son raises public profile Posters of the Egyptian president's son, Gamal Mubarak, fuel rumours he is being groomed for succession.",Politics
"Mistakes overshadow offensive production in loss Looking as if he had just let the family dog run away, Joe Dailey stood in front of glaring camera lights and condemning stares and did his absolute best to try and make sense of it all.",Sport
"Harrington Shows Form to Win German Masters  COLOGNE, Germany (Reuters) - Ireland's Padraig Harrington  demonstrated his return to form five days before the Ryder Cup,  with victory in the German Masters on Sunday.",Sport
"European trio sets Iran deadline to meet UN anti-nuke demands Germany, France and Britain have agreed to set a November deadline for Iran to meet UN demands to clear up concerns that the country is covertly trying to make nuclear weapons, a diplomatic source said here Saturday.",Politics
"US goes distance in softball ATHENS, Greece -- He told them to play for themselves and for their country, and they did. But the US softball team was playing for coach Mike Candrea, too.",Sport
"Dogs of war? These men in shackles have been whipped into &lt;b&gt;...&lt;/b&gt; Their wrists and feet shackled, the accused half-crawled, half-fell out of the high four-wheel-drives that had delivered them to a garish conference centre-turned courtroom in Equatorial Guinea #39;s capital.",Politics
"US marines in tense Najaf standoff NAJAF, Iraq (Reuters) - US marines and a radical Iraqi cleric are locked in a tense standoff after the firebrand leader refused to leave a holy shrine in Najaf despite earlier agreeing to disarm his militia and withdraw. ",Politics
"Jimenez wins BMW International Open by two shots Spaniard Miguel Angel Jimenez won his fourth European Tour title of the year with a two-shot victory at the BMW International Open on Sunday, with the European Ryder Cup team to be finalised later in the day.",Sport
